id,year,city,name,county,fips,loans,ussec,othsec,cchdufrm,otherassets,assets,capital,surpro,profits,totdep,circulation,billsred,otherliabs,assets_check,diff,liabs_check,diff1
41240,1933,Hamilton,Hamilton,Hamilton,48193,149213,104650,63510,95251,28963,441587,100000,62000,5630,248957,25000,0,0,441587,0,441587,0
41243,1933,Hamlin,Farmers and Merchants,Jones,48253,106186,84724,2810,200695,19391,413806,40000,10000,10374,353432,0,0,0,413806,0,413806,0
41242,1933,Hamlin,First,Jones,48253,108390,84366,3078,214280,24200,434314,40000,10000,2049,343695,38570,0,0,434314,0,434314,0
41244,1933,Handley,First,Tarrant,48439,64536,39269,13900,53623,8478,179806,25000,5000,478,149328,0,0,0,179806,0,179806,0
41245,1933,Harlingen,First,Cameron,48061,164742,127300,124528,180603,71450,668623,50000,0,1685,616938,0,0,0,668623,0,668623,0
41246,1933,Haskell,Haskell,Haskell,48207,158809,45000,14963,282674,50668,552114,60000,0,2796,464318,25000,0,0,552114,0,552114,0
41248,1933,Hebbronville,First,Jim Hogg,48247,142004,90500,125709,112834,20519,491566,75000,55000,5407,281633,73800,0,726,491566,0,491566,0
41904,1933,Henderson,Citizens,Rusk,48401,196209,567800,134665,264844,90744,1254262,100000,50000,1622,1002167,100000,0,473,1254262,0,1254262,0
41250,1933,Henderson,First,Rusk,48401,266209,55000,326817,912578,97599,1658203,50000,50000,477,1507320,50000,0,406,1658203,0,1658203,0
41905,1933,Henrietta,First,Clay,48077,22625,50000,3654,168547,3664,248490,50000,10000,118,188372,0,0,0,248490,0,248490,0
41252,1933,Hereford,First,Deaf Smith,48117,218517,79000,2450,103899,23132,426998,50000,0,37141,273551,50000,16306,0,426998,0,426998,0
41254,1933,Hico,First,Hamilton,48193,41642,291000,6000,160379,2689,501710,50000,50000,28110,373496,0,0,104,501710,0,501710,0
41256,1933,Higgins,First,Lipscomb,48295,127819,6250,7372,119986,16736,278163,25000,7080,0,240193,5890,0,0,278163,0,278163,0
