id,year,city,name,county,fips,loans,ussec,othsec,cchdufrm,otherassets,assets,assets_check,diff,capital,surpro,profits,totdep,circulation,billsred,otherliabs,liabs_check,diff1
2119,1933,Chippewa Falls,Lumbermen's,Chippewa,55017,739516,179200,647528,446656,94120,2107020,2107020,0,100000,75000,11291,1838318,75000,7411,0,2107020,0
2016,1933,Columbus,First,Columbia,55021,248208,133676,961917,301972,57103,1702876,1702876,0,75000,25000,85836,1466872,50000,0,168,1702876,0
2120,1933,Crandon,Crandon,Forest,55041,182123,61028,41761,44726,17113,346751,346751,,25000,5000,1450,290301,25000,0,0,346751,0
2017,1933,Dale,First,Outagamie,55087,91666,7000,41298,30265,19700,189929,189929,0,25000,12830,166,144933,7000,0,0,189929,0
2019,1933,Darlington,Citizens,Lafayette,55065,469103,247156,204472,321547,47352,1289630,1289630,0,50000,50000,18444,1121186,50000,0,0,1289630,0
2022,1933,Dodgeville,First,Iowa,55049,568022,100959,89521,76114,129152,963768,963768,0,100000,40000,1142,690636,99997,31705,288,963768,0
2122,1933,Eagle River,First,Vilas,55125,129558,76195,203988,69439,21887,501067,501067,0,60000,5000,12333,373734,25000,0,25000,501067,0
2124,1933,Eau Claire,Union,Eau Claire,55035,1975755,1007212,382885,714317,293637,4373806,4373806,0,300000,50000,55486,3654689,292780,0,20851,4373806,0
2203,1933,Eau Claire,Americas N B & Tr Co,Eau Claire,55035,139429,298258,544171,255245,19486,1256589,1256589,0,100000,20000,11380,1025209,100000,0,0,1256589,0
2024,1933,Elkhorn,First,Walworth,55127,499600,123000,360750,189727,58844,1231921,1231921,0,50000,75000,7667,1049162,50000,0,92,1231921,0
2208,1933,Fennimore,First,Grant,55043,120512,91275,56186,71704,32444,372121,372121,0,50000,10000,3167,258885,50000,0,69,372121,0
2026,1933,Fond du Lac,First Fond du Lac,Fond Du Lac,55039,1724257,1366228,1990310,1379156,236124,6696075,6696075,0,500000,350000,72194,5246768,499980,0,27133,6696075,0
2205,1933,Fond du Lac,National Exchange,Fond Du Lac,55039,270864,229397,86921,966431,6483,1560096,1560096,0,450000,25000,25259,1059823,0,0,14,1560096,0
2028,1933,Fort Atkinson,First,Jefferson,55055,383383,303300,218559,255361,66522,1227125,1227125,0,100000,75000,45587,952820,53200,0,518,1227125,0
2128,1933,Grantsburg,First,Burnett,55013,182122,46500,239241,65180,23525,556568,556568,0,25000,25000,9494,469874,25000,0,2200,556568,0
2029,1933,Green Bay,Kellogg Citizens,Brown,55009,3300524,537877,1397528,1974871,208232,7419032,7419032,0,400000,100000,288659,6316309,260000,0,54064,7419032,0
2031,1933,Hartford,First,Washington,55131,309575,50000,284459,83418,82703,810155,810155,0,50000,50000,36418,619717,50000,0,4020,810155,0
2129,1933,Hayward,Peoples,Sawyer,55113,145132,24620,66111,101260,20566,357689,357689,0,25000,17500,11784,303405,0,0,0,357689,0
2130,1933,Hudson,First,St Croix,55109,291034,113895,328790,278468,20183,1032370,1032370,0,50000,50000,19735,862635,50000,0,0,1032370,0
2033,1933,Janesville,First,Rock,55105,705228,434823,899469,417121,109059,2565700,2565700,0,200000,75000,133717,1956983,200000,0,0,2565700,0
2034,1933,Janesville,Rock Co,Rock,55105,566653,459970,187216,450552,42950,1707341,1707341,0,100000,100000,38783,1368558,100000,0,0,1707341,0
2036,1933,Kenosha,First,Kenosha,55059,3277305,2279150,611187,1493393,607935,8268970,8268970,0,600000,400000,405445,6554521,288380,0,20624,8268970,0
2037,1933,Kenosha,Brown,Kenosha,55059,408586,172545,59730,147214,63240,851315,851315,0,150000,40000,27585,633721,0,0,9,851315,0
2133,1933,Knapp,First,Dunn,55033,94418,9000,8960,9890,19915,142183,142183,0,25000,5000,417,99801,0,2158,9807,142183,0
2134,1933,La Crosse,Batavian,La Crosse,55063,1215872,900700,1050936,1028299,313562,4509369,4509369,0,500000,400000,11201,3298168,300000,0,0,4509369,0
2135,1933,La Crosse,NB of,La Crosse,55063,1952411,958420,1153244,1061067,174178,5299320,5299320,0,500000,250000,95583,3934460,500000,0,19277,5299320,0
2136,1933,Ladysmith,Pioneer,Rusk,55107,245886,50000,138011,38227,41289,513413,513413,0,50000,2150,6206,337369,50000,66391,1297,513413,0
2039,1933,Lake Geneva,First,Walworth,55127,526851,207347,131729,93574,61564,1021065,1021065,0,50000,50000,14084,831723,50000,25000,258,1021065,0
2041,1933,Madison,First,Dane,55025,5693899,3387412,1021819,3120560,1384243,14607933,14607933,0,1000000,400000,47811,11867385,1000000,0,292737,14607933,0
2137,1933,Maiden Rock,First,Pierce,55093,91576,0,8520,9754,7106,116956,116956,0,25000,5000,1267,85689,0,0,0,116956,0
2045,1933,Manitowoc,First,Manitowoc,55071,821943,604289,364826,805487,79846,2676391,2676391,0,200000,100000,140891,2035500,200000,0,0,2676391,0
2046,1933,Marinette,First,Marinette,55075,543904,226541,666555,438667,88506,1964173,1964173,0,100000,75000,17512,1670805,100000,0,856,1964173,0
2047,1933,Marinette,Stephenson,Marinette,55075,506347,649931,494699,457333,103506,2211816,2211816,0,200000,50000,29612,1726702,200000,0,5502,2211816,0
2052,1933,Menasha,First,Winnebago,55139,822537,189356,532097,191450,78066,1813506,1813506,0,150000,50000,19370,1444136,150000,0,0,1813506,0
2139,1933,Menomonie,First,Dunn,55033,1297738,272720,342614,322821,165743,2401636,2401636,0,200000,20000,31663,1935482,200000,0,14491,2401636,0
2053,1933,Milwaukee,First Wisconsin,Milwaukee,55079,69968950,38134267,6790011,31691728,7011787,153596743,153596743,0,10000000,5000000,1943760,125920556,10000000,0,732427,153596743,0
2059,1933,Milwaukee,Marine National Exchange,Milwaukee,55079,6970162,8949523,4024122,4764112,967491,25675410,25675410,0,2200000,800000,348653,20487520,1700000,0,139237,25675410,0
2141,1933,Mondovi,First,Buffalo,55011,248254,12500,85001,31074,11407,388236,388236,0,50000,10000,9104,300938,12500,5694,0,388236,0
2061,1933,Monroe,First,Green,55045,401018,540431,888821,373068,103062,2306400,2306400,0,150000,150000,31594,1816920,149400,0,8486,2306400,0
2062,1933,Neenah,First,Winnebago,55139,852527,868978,571124,731614,4370,3028613,3028613,0,125000,125000,226816,2536814,0,0,14983,3028613,0
2063,1933,Neenah,Natl Mfrs,Winnebago,55139,658557,605000,583280,332034,160033,2338904,2338904,0,100000,100000,38406,1985427,100000,0,15071,2338904,0
2142,1933,Nelson,First,Buffalo,55011,38494,1500,47628,21693,8586,117901,117901,0,25000,0,3859,86042,0,3000,0,117901,0
2143,1933,New Richmond,First,St Croix,55109,124917,40628,91746,39223,22749,319263,319263,0,25000,5000,1624,261029,25000,0,1610,319263,0
2066,1933,Niagara,First,Marinette,55075,211976,33600,103485,71951,20351,441363,441363,0,25000,25000,3474,362868,25000,0,21,441363,0
2201,1933,Oconomowoc,Oconomowoc,Waukesha,55133,287256,132677,161838,83970,56083,721824,721824,0,75000,25000,5041,539627,75000,0,2156,721824,0
2071,1933,Oshkosh,First,Winnebago,55139,2739140,1454907,1129216,1048588,859574,7231425,7231425,0,750000,450000,58712,5198207,750000,0,24506,7231425,0
2202,1933,Oshkosh,Oshkosh,Winnebago,55139,168956,145044,558894,500996,11457,1385347,1385347,0,200000,50000,0,1135347,0,0,0,1385347,0
2144,1933,Park Falls,First,Price,55099,208687,107213,179633,70498,32712,598743,598743,0,50000,15000,18900,463610,50000,0,1233,598743,0
2073,1933,Peshtigo,Peshtigo,Marinette,55075,64745,16183,145490,57917,11559,295894,295894,0,25000,9000,161,251733,10000,0,0,295894,0
2145,1933,Phillips,First,Price,55099,136711,97454,56910,33464,15237,339776,339776,0,25000,10000,6517,271195,25000,2064,0,339776,0
2074,1933,Platteville,First,Grant,55043,370415,78871,260598,53584,81431,844899,844899,0,100000,25000,40788,586746,50000,42349,16,844899,0
2076,1933,Port Washington,First,Ozaukee,55089,106320,52668,237320,57872,29951,484131,484131,0,50000,25000,36691,322440,50000,0,0,484131,0
2075,1933,Portage,First,Columbia,55021,488535,499985,425718,219841,75861,1709940,1709940,0,75000,25000,25968,1494646,75000,0,14326,1709940,0
2146,1933,Prescott,First,Pierce,55093,134330,56519,181428,43271,13548,429096,429096,0,25000,10000,9324,356239,25000,0,3533,429096,0
2206,1933,Princeton,First Merchant,Green Lake,55047,71416,1135,21130,126762,17160,237603,237603,0,50000,10000,67,177536,0,0,0,237603,0
2078,1933,Racine,First nb and TC,Racine,55101,4719078,2359277,478110,1548266,437590,9542321,9542321,0,1000000,300000,196468,7810055,200000,0,35798,9542321,0
2147,1933,Rhinelander,First,Oneida,55085,487730,69992,360570,118426,52381,1089099,1089099,0,250000,20000,10215,758654,50000,0,230,1089099,0
2149,1933,Rib Lake,First,Taylor,55119,125898,25050,66628,8436,9825,235837,235837,0,25000,10000,4859,150497,25000,20446,35,235837,0
2150,1933,Rice Lake,First,Barron,55005,423405,70402,294824,147663,107191,1043485,1043485,0,50000,25000,22514,891109,50000,0,4862,1043485,0
2080,1933,Ripon,First,Fond Du Lac,55039,830405,1032697,904863,186146,125094,3079205,3079205,0,300000,75000,3479,2400726,300000,0,0,3079205,0
2151,1933,River Falls,First,Pierce,55093,373866,32503,154447,81027,5388,647231,647231,0,25000,25000,9504,587727,0,0,0,647231,0
2082,1933,Seymour,First,Outagamie,55087,483190,47974,302025,202504,5596,1041289,1041289,0,60000,20000,1366,929923,30000,0,0,1041289,0
2085,1933,Sheboygan,Security,Sheboygan,55117,3571794,561278,1152661,1098821,601581,6986135,6986135,0,500000,500000,65212,5567529,350000,0,3394,6986135,0
2088,1933,Sparta,Farmers,Monroe,55081,100492,117905,220660,75183,26841,541081,541081,0,50000,5000,6420,436586,40000,0,3075,541081,0
2152,1933,St. Croix Falls,First,Polk,55095,125890,30050,32645,85770,3436,277791,277791,0,25000,5000,1218,246573,0,0,0,277791,0
2089,1933,Stevens Point,First,Portage,55097,1074527,117050,667614,422307,14753,2296251,2296251,0,200000,50000,8210,1963041,75000,0,0,2296251,0
2090,1933,Stevens Point,Citizens,Portage,55097,354346,99150,658508,215049,92853,1419906,1419906,0,100000,60000,16263,1149303,94340,0,0,1419906,0
2091,1933,Stoughton,First,Dane,55025,445342,102578,213969,95131,43100,900120,900120,0,50000,50000,40005,708615,50000,0,1500,900120,0
2154,1933,Superior,First,Douglas,55031,39010,1099259,167030,1130895,91861,2528055,2528055,0,200000,100000,138069,1890947,198750,0,289,2528055,0
2155,1933,Superior,NB of Com,Douglas,55031,296910,649136,550652,599248,48603,2144549,2144549,0,150000,75000,7603,1911946,0,0,0,2144549,0
2157,1933,Washburn,First,Bayfield,55007,160993,24150,166740,80022,18353,450258,450258,0,25000,10000,4034,411211,0,0,13,450258,0
2095,1933,Watertown,Merchants,Jefferson,55055,393826,325047,613673,151300,50970,1534816,1534816,0,200000,100000,324,1034381,200000,0,111,1534816,0
2098,1933,Waukesha,Waukesha,Waukesha,55133,3578485,898917,926851,750212,222675,6377140,6377140,0,300000,300000,64347,5407685,300000,0,5108,6377140,0
2100,1933,Waupun,NB of,Fond Du Lac,55039,394286,120879,317173,169607,57164,1059109,1059109,0,50000,50000,31481,877628,50000,0,0,1059109,0
2103,1933,Wauwatosa,First,Milwaukee,55079,747489,100000,231558,95821,77742,1252610,1252610,0,100000,20000,6139,1024298,100000,0,2173,1252610,0
2105,1933,West Bend,First,Washington,55131,595345,350250,310051,205063,76158,1536867,1536867,0,100000,50000,51303,1230015,100000,0,5549,1536867,0
2108,1933,Wisconsin Rapids,First,Wood,55141,1095902,226852,589368,516574,185433,2614129,2614129,0,200000,70000,24094,2117579,198680,0,3776,2614129,0
2110,1933,Wisconsin Rapids,Wood County,Wood,55141,967008,131418,149457,169989,66906,1484778,1484778,0,100000,50000,13381,1221397,100000,0,0,1484778,0
